id,source,date,url,title
1433613880942,"www.chinatimes.com"," 06 Jun 2015 18:03:26 GMT","www.chinatimes.com/","中時電子報 CTnews"
1433613882737,"paper.wenweipo.com","","paper.wenweipo.com/","�����׳�"
1433613884267,"news.sina.com.tw","","news.sina.com.tw/","今日頭條-推薦專題-政治-社會-娛樂-兩岸-國際-生活-旅遊-體育-財經-文教-科技-新聞-新浪新聞中心"
1433613888191,"news.cnyes.com"," 06 Jun 2015 18:04:48 GMT","news.cnyes.com/","首頁_新聞中心_鉅亨網"
1433613888251,"www.epochtimes.com"," 06 Jun 2015 18:01:44 GMT","www.epochtimes.com/","大纪元新闻网"
1433613890338,"www.fx678.com"," 06 Jun 2015 18:02:19 GMT","www.fx678.com/",""
1433613890660,"www.moneydj.com","","www.moneydj.com/","MoneyDJ�z�]��"
1433613891349,"finance.qq.com","","finance.qq.com/","�ƾ�Ƶ��_��Ѷ��"
1433613891996,"www.nanyang.com"," 06 Jun 2015 18:04:51 GMT","www.nanyang.com/","南洋网"
1433613894010,"news.ifeng.com"," 06 Jun 2015 18:00:22 GMT","news.ifeng.com/","凤凰资讯-凤凰网"
1433613894207,"www.appledaily.com.tw","","www.appledaily.com.tw/","蘋果日報｜Apple Daily｜首頁"
1433613894440,"news.ltn.com.tw","","news.ltn.com.tw/","焦點"
1433613894712,"finance.technews.tw","","finance.technews.tw/","財經 | TechNews 科技新報"
1433613905345,"www.chinatimes.com","","www.chinatimes.com/newspapers/20150606000873-260116","讀書大展－靈魂快門"
1433613906882,"news.ifeng.com"," 06 Jun 2015 09:42:27 GMT","news.ifeng.com/taiwan/","台湾_资讯频道_凤凰网"
1433613907174,"www.epochtimes.com"," 06 Jun 2015 17:07:29 GMT","www.epochtimes.com/gb/15/6/6/n4451883.htm","刘真常穿平底鞋 盼早日“做人成功” | 大纪元"
1433613908291,"www.chinatimes.com","","www.chinatimes.com/newspapers/20150606000420-260110","每股虧近10元 宏達電降Q2財測"
1433613909277,"www.chinatimes.com","","www.chinatimes.com/newspapers/20150606000226-260210","名．店．轉．型－高檔毛蟹不夠看 鼎膾一品鍋拚轉型"
1433613910176,"www.epochtimes.com"," 06 Jun 2015 09:10:20 GMT","www.epochtimes.com/gb/15/6/6/n4451794.htm","余苑绮抗癌有成复出 首次通告献给爸爸 | 余天 | 三星报囍 | 大纪元"
1433613911175,"www.epochtimes.com"," 30 May 2015 02:03:40 GMT","www.epochtimes.com/gb/nsc1031.htm","大纪元"
1433613912175,"www.epochtimes.com"," 06 Jun 2015 15:25:14 GMT","www.epochtimes.com/gb/15/6/6/n4451964.htm","伊拉克炸IS车辆 阻止汽车炸弹攻击 | 自杀炸弹 | 空袭 | 大纪元"
1433613913968,"news.ifeng.com"," 06 Jun 2015 17:12:54 GMT","news.ifeng.com/opinion/special/list_0/1.shtml","凤凰网自由谈_评论频道_凤凰网"
1433613915282,"www.chinatimes.com","","www.chinatimes.com/history/2015-06-05#1","今日大事"
1433613915903,"news.ifeng.com"," 06 Jun 2015 17:58:09 GMT","news.ifeng.com/a/20150606/43918954_0.shtml","蔡英文接连密会美国高官 不忘对希拉里示好|蔡英文|民进党_凤凰资讯"
1433613916961,"news.ifeng.com"," 06 Jun 2015 03:14:56 GMT","news.ifeng.com/a/20150530/43871508_0.shtml","这些儿童对以色列士兵亮红牌_资讯频道_凤凰网"
1433613917459,"www.appledaily.com.tw","","www.appledaily.com.tw/realtimenews/article/politics/20150607/624217/勞健保投保疏失　沃草：開始補償作業","員工勞健保投保疏失　沃草：已開始補償作業 | 即時新聞 | 20150607 | 蘋果日報"
1433613918429,"www.appledaily.com.tw","","www.appledaily.com.tw/realtimenews/article/sports/20150607/624211/","韓足聯賽　守門員妨礙12碼罰踢密技惹議　 | 即時新聞 | 20150607 | 蘋果日報"
1433613919661,"paper.wenweipo.com"," 28 May 2015 18:45:13 GMT","paper.wenweipo.com/2015/05/29/FA1505290003.htm","�~�l�����M�~GLISS����q�X��"
1433613920510,"news.sina.com.tw","","news.sina.com.tw/focusreport/life/1120.html","MERS知多少？-生活消費專題-新浪新聞中心"
1433613921172,"www.epochtimes.com"," 06 Jun 2015 17:44:59 GMT","www.epochtimes.com/gb/nsc419.htm","大纪元新闻网"
1433613922198,"www.epochtimes.com"," 06 Jun 2015 08:58:13 GMT","www.epochtimes.com/gb/nsc427.htm","大纪元"
1433613923153,"www.appledaily.com.tw","","www.appledaily.com.tw/realtimenews/article/fun/20150606/624184/","超跑實測　「加減速與胸部搖晃」之考察 | 即時新聞 | 20150606 | 蘋果日報"
1433613944302,"www.chinatimes.com","","www.chinatimes.com/realtimenews/20150606001621-260405","粽子大比拚 鮑魚八寶福袋粽一顆兩千最昂貴"
1433613945173,"www.epochtimes.com"," 06 Jun 2015 16:17:16 GMT","www.epochtimes.com/gb/nsc435.htm","大纪元"
1433613946531,"tech.huanqiu.com","","tech.huanqiu.com/per/2015-06/6596091.html","杨元庆狠批联想移动：向小米看齐_科技_环球网"
1433613946546,"talk.ltn.com.tw","","talk.ltn.com.tw/article/paper/886952","自由廣場》思華部長 思華課綱"
1433613947889,"news.ifeng.com"," 06 Jun 2015 17:58:09 GMT","news.ifeng.com/a/20150606/43920676_0.shtml","罗马尼亚总理涉腐被调查拒绝辞职|蓬塔|罗马尼亚_凤凰资讯"
1433613949174,"www.epochtimes.com"," 06 Jun 2015 15:15:17 GMT","www.epochtimes.com/gb/15/6/6/n4451972.htm","抗战胜利70周年际 经文处研讨台美关系 | 研讨会 | 大纪元"
1433613950174,"www.epochtimes.com"," 25 May 2015 19:46:28 GMT","www.epochtimes.com/gb/nsc1015.htm","大纪元"
1433613951302,"www.chinatimes.com","","www.chinatimes.com/newspapers/20150606000615-260111","關鍵3連戰 桃猿先聲奪人"
1433613952533,"news.sina.com.tw","","news.sina.com.tw/focusreport/politics/list.html","政治專題總覽-新浪新聞中心"
1433613953530,"news.sina.com.tw","","news.sina.com.tw/magazine/","編輯推薦-財經企管-生活娛樂-文藝時事-聚焦中國-投資理財-兩岸時事-雜誌-新浪新聞中心"
1433613955775,"news.ifeng.com"," 06 Jun 2015 18:02:10 GMT","news.ifeng.com/world/special/xjpcxewgzz70znqdhd/","习近平访问俄、哈、白三国_凤凰资讯"
